complete;https://www.eagle-network.eu/voc/statepreserv/lod/13
complete?;https://www.eagle-network.eu/voc/statepreserv/lod/3
fragmentary;https://www.eagle-network.eu/voc/statepreserv/lod/15.html
fragmentary (adjoining fragments);https://www.eagle-network.eu/voc/statepreserv/lod/6.html
fragmentary (non-adjoining fragments);https://www.eagle-network.eu/voc/statepreserv/lod/7.html
fragmentary (only partially adjoining fragments);https://www.eagle-network.eu/voc/statepreserv/lod/8.html
incomplete;https://www.eagle-network.eu/voc/statepreserv/lod/11.html
